,Country,Date,Buyer,Seller,Location,Property type,Property type 2 (use drop-down menu),Main use (if Mixed use),Use (if Development/Building rights),Comment (if Redevelopment),Comment (if Other),"Price, MDKK","Area, m2","Price, DKK/m2",Comments,Comments from meeting,BRE received,BRE reviewed,BRE bid,Broker,Source,,,,,,
,Denmark,5/21/2024,KKR,TPG Angelo Gordon,Brøndby,Residential,,,,,,670,"13,668","49,020","Student housing assets in Brøndby. The assets, completed in three phases from 2020 to 2023, comprise 494 units across three properties. KKR is making the investment through its European Core+ real estate strategy. Yield was 5.25% according to market rumors. Nordanö was advisor",,,,,,KKR to acquire purpose-built student accommodation assets in Denmark | Nordic Property News,,,,,,
,Denmark,5/15/2024,AKF ,Dansk Ejendoms Management,Copenhagen,Hotel,,,,,,142,"1,499","94,396",The real estate company AKF is expanding its portfolio with the acquisition of the 1499 sqm Botique hotel Herman K in central Copenhagen,,,,,,Pausian owner sells luxury hotel in Copenhagen for three-digit million amount (ejendomswatch.dk),,,,,,
,Denmark,5/13/2024,City of Copenhagen,ATP Real Estate,Frederiksberg,Office,,,,,,318,"26,000","12,212","The City of Copenhagen is transitioning from tenant to owner as it acquires an office building at Borups Allé 177. This office building, situated at the junction of Borups Allé and Hillerødgade, was constructed over 30 years ago, in 1991.",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article17099359.ece,,,,,,
,Denmark,5/7/2024,Bygningsstyrelsen ,PFA DK Ejendomme Lav A/S ,Copenhagen,Office,,,,,,169,n.a,n.a,"Office property located at Frederikskaj 6, 2450 København SV ",,,,,,https://resights.dk/ejendom/frederikskaj-6-2450-kobenhavn-sv/8425862,,,,,,
,Denmark,5/7/2024,NREP ,UDVIKLINGSSELSKABET BY & HAVN I/S ,Nordhavn,Other,,,,,,143,n.a,n.a,"Property located at Helsinkigade 11, 2150 Nordhavn ",,,,,,https://resights.dk/ejendom/helsinkigade-11-2150-nordhavn/100060810,,,,,,
,Denmark,5/3/2024,Ejendomsselskabet Amagerbrogade 103 ApS ,Boet efter Jørgen Buus Schwartz ,Copenhagen,Residential,,,,,,40,n.a,n.a,"Residential property located at Amagerbrogade 103, 2300 København S",,,,,,https://resights.dk/ejendom/amagerbrogade-103-2300-kobenhavn-s/6014009,,,,,,
,Denmark,4/25/2024,n.a,K-Fastigheter,Copenhagen,Residential,,,,,,704,n.a,n.a,"K-Fastigheter has entered into a conditional agreement with an institutional investor regarding the sale of a property portfolio in Denmark consisting of 311 apartments. The deal is based on an underlying property value of approximately SEK 1,099 million. The market value of the properties amounted to 1,145 million SEK in Q4 2023. The portfolio comprises four properties in the Copenhagen area",,,,,,https://www.fastighetsvarlden.se/notiser/k-fastigheter-i-mal-med-dansk-miljardforsaljning/,,,,,,
,Denmark,4/15/2024,GKV 74A ApS ,K/S Gl. Kongevej 74A ,Copenhagen,Office,,,,,,213,"6,086","34,916","Office property in Frederksberg, Copenhagen. Located at Gammel Kongevej 74A, 1850 Frederiksberg C",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article17017231.ece,,,,,,
,Denmark,4/10/2024,Jensen & Nielsen Gruppen A/S,"K/S SMEDELAND 28, GLOSTRUP ",Glostrup,Industrial ,,,,,,135,n.a,n.a,"Industrial property on Smedeland 28, Smedeland, 2600 Glostrup. Will be converted to residential ",,,,,,https://resights.dk/ejendom/smedeland-28-smedeland-2600-glostrup/2125715,,,,,,
,Denmark,4/9/2024,Nrep,Bo-Vita ,Copenhagen,Residential ,,,,,,87,"1,865","46,832","Residential property at Mjølnerparken 26, TV, 2200 Copenhagen N. The deal was a forward purchase made in December 2021. ",,,,,,https://resights.dk/ejendom/mjolnerparken-26-st-tv-2200-kobenhavn-n/100708388,,,,,,
,Denmark,4/9/2024,ECE,Angelo Gordon,Copenhagen,Office,,,,,,n.a,"7,000",n.a,Family-owned ECE acquires property in Fredriksberg from US asset manager Angelo Gordon. The office space will be converted into a hotel with investments of approx. EUR 65 million. CBRE was advisor ,,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article17000563.ece,,,,,,
,Denmark,4/5/2024,Danske Bank,DSV Real Estate Oem A/S ,Roskilde,Logistics,,,,,,270,"23,579","11,451","Logistic property located on Kumlehusvej 1A, 4000 Roskilde. 5.75%, 10-year sale lease back",,,,,,https://resights.dk/ejendom/kumlehusvej-1a-om-4000-roskilde/9991851,,,,,,
,Denmark,4/4/2024,HL Management,Jørgen Buus Schwartz,Copenhagen,Residential,,,,,,40,"2,192","18,248","Residential property at Amagerbrogade 103, which consists of 16 rental apartments and commercial spaces",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16984783.ece,,,,,,
,Denmark,3/21/2024,SF FORE,Capman,Copenhagen,Residential,,,,,,n.a,n.a,n.a,"A modern residential property situated at Søllerødgade 15-19, Nørrebro. Constructed in 2017. The seller purchased the property in 2020",,,,,,Capman sells residential property in Copenhagen | Nordic Property News,,,,,,
,Denmark,3/13/2024,Alfa Laval,"Auto-Centralen Ejendomme, Albuen 29 ApS ",Kolding,Industrial,,,,,,84,n.a,n.a,"Property  located at Albuen 29, 6000 Kolding",Approx. SEK 5000 per sqm.,,,,,https://resights.dk/ejendom/albuen-29-6000-kolding/1510064,,,,,,
,Denmark,3/10/2024,Northstar Real Estate,System Transport,Vejle,Logistics,,,,,,n.a,"37,300","n,.a",Sale-and-lease-back transaction with System Transport A/S. The property is currently under construction and will be ready for use in 2025. Colliers acted as the seller's advisor,Yield estimated to b 6%,,,,,https://lundgrens.dk/en/news/northstar-real-estate-acquires-logistics-property-vejle,,,,,,
,Denmark,3/8/2024,Arbireo Capital,DSV Group,Ringsted,Logistics,,,,,,n.a,"45,000",n.a,Sale-leaseback deal of a newly built logistic property in Ringsted. DSV group has been advised by Bech Bruun ,"According to a conversation with the seller a while ago, the asking price was approx. 5.5%",,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16918437.ece,,,,,,
,Denmark,3/4/2024,VHP1 ApS ,Nordea Pension Property Danmark A/S ,Aalborg,Office,,,,,,71,n.a,n.a,Office property located at Vestre Havnepromenade 1A in Aalborg,,,,,,https://resights.dk/ejendom/vestre-havnepromenade-1a-9000-aalborg/5539264,,,,,,
,Denmark,3/4/2024,Catena ,Bulk Industrial,Hvidhovre,Logistics,,,,,,420,"32,000","13,125","Logistic property in Hvidhovre, consisting of 81,000 sqm of land, with a total leasable area of 32,000 sqm and additional building rights of 17,500 sqm. The tanant is Scan Logistics, with a lease agreement for 11-years, with an estimated NOI of approx. SEK 22.3 million. Yield was 5.3%.",,,,,,https://www.fastighetsvarlden.se/notiser/catena-forvarvar-for-630-mkr-i-danmark/,,,,,,
,Denmark,2/29/2024,Danish Building and Property Agency ,Kalvebod Brygge 47 K/S ,Copenhagen,Office,,,,,,550,n.a,n.a,Office property located at Kalvebod Brygge 51 by the harbour in Copenhagen. Seller is M&G Real Estate. ,,,,,,"Kalvebod Brygge 51, kl., 1560 København V - Ejerskifte | Resights",,,,,,
,Denmark,2/28/2024,HLLG,Park Street ,Copenhagen,Office,,,,,,270,n.a,n.a,"Three office properties near Nørrebro Station in Copenhagen. The properties are located at Hejrevej 26-28, Hejrevej 30 and Svanevej 12. Accura was the advisor to the buyer.",,,,,,Nordsjællandske investorer gafler tre kontorejendomme i København — EjendomsWatch,,,,,,
,Denmark,2/28/2024,CBRE IM,n.a,Copenhagen,Residential,,,,,,n.a,"16,974",n.a,"Two newly constructed residential properties in Ballerup, with higth sustainability standards. The portfolio comprises 222 rental units and 77 garage spaces. ",,,,,,"Hejrevej 30, 2400 Copenhagen NV - See current sales price | Resights",,,,,,
,Denmark,2/23/2024,City of Copenhagen,Danica Ejendomme,Copenhagen,Other,,,,,,51,n.a,n.a,"Property located in Sluseholmen 6, DK-2450 Copenhagen SV. ",,,,,,"Sluseholmen 6, DK-2450 Copenhagen SV - Check cadastre | Resights",,,,,,
,Denmark,2/20/2024,Capman,Corem,Office ,Public use,Office,,,,,595,"19,300","30,829","A fully leased office and educational property in Frederiksberg, Copenhagen. Price was in line with book value. Copenhagen Business School occupies the property, with CBRE serving as the advisor for the transaction.","Education/student housing. Corem paid 620 when they bought it, Capman now bought it for 595 mdkk",,,,,Corem säljer i Köpenhamn för 890 mkr till Capman | Fastighetsvärlden (fastighetsvarlden.se),,,,,,
,Denmark,2/20/2024,Mads Ulrich,Bjarne Barndorph Bendtsen,Copenhagen,Residential,,,,,,n.a,"5,700",n.a,"A Danish private investor recently acquired a residential portfolio in Greater Copenhagen comprising seven OMK properties totaling 80 units. The portfolio, previously owned by a Danish family-owned company, was sold off-market with Nordicals Copenhagen as advisor",,,,,,Seven residential properties in Greater Copenhagen sold for three-digit million amount - Dansk Byudvikling (dansk-byudvikling.dk),,,,,,
,Denmark,2/19/2024,Niam,Industriens Pension,Copenhagen,Office,,,,,,130,"7,300","17,808","A fully occupied property in Copenhagen, situated at Knud Højgaards Vej 1 in Gladsaxe, adjacent to national highway 16. The tenant is a pharmaceutical company, Novo Nordisk ",Bought in Niams core+ fund,,,,,Niam köper i utkanten av Köpenhamn för 200 mkr | Fastighetsvärlden (fastighetsvarlden.se),,,,,,
,Denmark,2024-02-09,Northern Horixzon,Scandinavian Property Development,Hørsholm,Public use,,,,,,n.a,"4,500",n.a,"Forward purchase of a care home in Hørsholm with expected completion in summer 2025 and will be operated by Attendo.  The 4,500 sqm care home contains 60 modern apartments, various common areas and administration facilities",,,,,,https://nordicpropertynews.com/article/9288/northern-horizon-acquires-care-home-project-in-horsholm,,,,,,
,Denmark,2/8/2024,TPF 2 P/S ,"K/S TEGLVÆRKSGÅRDEN, COPENHAGEN ",Copenhagen,Office,,,,,,169,n.a,n.a,"Ofice property llocated at Teglværksgade 37, 2100 Copenhagen",,,,,,https://resights.dk/ejendom/teglvaerksgade-37-2100-kobenhavn-o/6022110,,,,,,
,Denmark,2/8/2024,CALUM Lille Borgergade K/S ,PenSam Boligejendomme I P/S ,Nørresundby,Mixed use,,Residential,,,,140,"10,000","14,000","A mixed-use property, comprising both residential and commercial spaces in Norresundby, has been acquired by a local investor. The property is set to undergo renovations to ""align with contemporary trends"" is stated in the press release.",,,,,,https://resights.dk/ejendom/lille-borgergade-25-2-tv-9400-norresundby/396205,,,,,,
,Denmark,2/8/2024,"	
Dagrofa Ejendomme ApS ",A-Ejd2 ApS ,Helsingor,Retail,,,,,,"83,8",n.a,n.a,"Aldi store at Egevænget 3, DK-3000 Helsingør",,,,,,https://resights.dk/ejendom/egevaenget-3-3000-helsingor/5322755,,,,,,
,Denmark,2/8/2024,"	
ØCIII ApS ",UDVIKLINGSSELSKABET BY & HAVN I/S ,Copenhagen,Office,,,,,,"73,4",n.a,n.a,"Newly built office property at  Ørestads Boulevard 31, 2300 Copenhagen S ",,,,,,"Ørestads Boulevard 31, 2300 København S - Salg | Resights",,,,,,
,Denmark,2/8/2024,Rasmus Brøndholt & Søren Jansen,Jeudan,Kastrup ,Industrial,,,,,,42,"7,000",6000,"Industrial proeprty located on Fuglebækvej in Kastrup on Amager, consisting of a mix of craft companies, warehouse and office leases. Croisette was dvisor",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16831240.ece,,,,,,
,Denmark,2/6/2024,Danica,n.a,Aarhus,Office,,,,,,800,n.a,n.a,Newly built office property in central Aarhus,,,,,,https://estatemedia.dk/dk/2024/02/06/efter-mere-end-to-aar-overtager-danica-kontorejendom-til-800-millioner-kr/,,,,,,
,Denmark,2/6/2024,United Denmark 2023 Propco K/S ,A-Ejd2 ApS ,Kolding,Logistics,,,,,,"112,5",n.a,n.a,"Blackstone acquires  jysk logistic property located on Essen 30, Kolding",,,,,,https://resights.dk/ejendom/essen-30-6000-kolding/5070201,,,,,,
,Denmark,1/31/2024,Ejendomsselskabet Reverdilsgade 5 ,DK Resi Propco Reverdilsgade 5,Copenhagen,Hotel,,,,,,27,956,"27,877","Hotel property situated at Reverdilsgade 5, 1701 Copenhagen V",,,,,,https://resights.dk/ejendom/reverdilsgade-5-1701-kobenhavn-v/6033550,,,,,,
,Denmark,1/31/2024,KFI Commercial Fund,COBO VII Allé Huset ,Valby,Residential,Retail,,,,,150,"5,000","30,000","KFI Erhvervs Fond takes over 11 commercial leases in southwestern Copenhagen, including the construction of a new Meny store. The commercial leases, which are all located on the ground floor includes a Netto and a Rema 1000",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16806103.ece,,,,,,
,Denmark,1/30/2024,AFK,Dansk Inveco,Copenhagen,Hotel,,,,,,n.a,n.a,n.a,"AKF acquires Hotel Comwell Køge Strand in the south of Copenhagen. The property consists of 127 rooms, as well as meeting and conference facilities. It was previously owned by the family foundation Aage V. Jensen Family through the management company Dansk Inveco. Colliers was the advisor",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16800475.ece,,,,,,
,Denmark,1/29/2024,Pensam,M2,Copenhagen,Residential,,,,,,n.a,"6,462",n.a,M2 Asset Management is selling 78 owner-occupied apartments and 15 parking spaces located in Frederiksstaden. Catella was the advisor,,,,,,https://nordicpropertynews.com/article/9242/m2-asset-management-sells-residential-property-to-pensam,,,,,,
,Denmark,1/18/2024,Jørgen-Erik Witting,n.a,Amager,Building rights,,,,,,"n.,a",n.a,n.a,"Jørgen-Erik Witting, the founder of AG Group, acquires land in a newly established residential area in Amager. The intention is to undertake the development of a significant number of apartments.",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16745362.ece,,,,,,
,Denmark,1/18/2024,DK Retail Invest AS,REMA 1000,Mixed,Retail ,,,,,,"1,830",n.a,n.a,"In a sale-leaseback transaction, AKA AS, Reitan Eindom AS, and the Steensland family have aquired 64 retail properties in Denmark. The deal is valued at around NOK 2.8 billion (EUR 236 million) and encompasses properties acquired through REMA 1000's takeover of ALDI's store network in Denmark, as well as locations already present in REMA 1000's real estate portfolio. Vika Project Finance was the advisor",,,,,,https://nordicpropertynews.com/article/9204/aka-as-reitan-eiendom-as-and-the-steensland-family-acquire-64-retail-properties-in-denmark,,,,,,
,Denmark,1/17/2024,AKF 16 ApS ,Aktieselskabet Arbejdernes Landsbank,Copenhagen,Residential,,,,,,n.a,n.a,"31,255","Residential building is located at Nørrebrogade 62, 2200 Copenhagen N. The property consists of 18 residential units and three commercial units. The main building was built in 1891",,,,,,https://resights.dk/ejendom/norrebrogade-62-2200-kobenhavn-n/6019038,,,,,,
,Denmark,1/17/2024,Andelsboligforeningen Falkoner Allé 60-62 ,Aktieselskabet Arbejdernes Landsbank,Fredriksberg ,Residential,,,,,,61,"2,513","24,274","Residential building is located at Falkoner Alle 60, 2000 Frederiksberg and consists of 19 residential units and six commercial units. The main building was built in 1896",,,,,,https://resights.dk/ejendom/falkoner-alle-60-2000-frederiksberg/100026470,,,,,,
,Denmark,1/17/2024,DWS Group,United Real Estate Companies (DFE),Brønshøj,Residential ,,,,,,850,"21,000","40,476","In late 2023, a newly built Copenhagen residential project with 361 units was sold to German asset manager (DWS Group) at a 4.03% yield. The property includes a 21,000 sqm living area and a 5,656 sqm basement area",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16765593.ece,,,,,,
,Denmark,1/15/2024,Kronhusene,n.a,Ølsted ,Building rights ,,,,,,13,n.a,n.a,"Kronhusene, established last year by Niam and Milton Huse, has acquired approx. 20,000 sqm plot in Ølsted. The plan involves developing a terraced housing project on the site, comprising an estimated 54 units across one and two levels, totaling around 5,400 sqm. Andersen Erhverv was the advisor",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16731768.ece,,,,,,
,Denmark,1/9/2024,The private limited company of 10 August 2021 ,Claus Tholstrup Molge ,Copenhagen,Industrial,Office,,,,,129,4.57,28.258,"Production and poffice property at Prags Boulevard 94, 2300 Copenhagen S. ",Conversion case to residential,,,,,https://resights.dk/ejendom/prags-boulevard-94-2300-kobenhavn-s/6017580,,,,,,
,Denmark,1/5/2024,Solgården Invest ApS ,Private invstors,Aarhus,Residential ,,,,,,175,6.239,28.049,"Residential property at Regenburgsgade 13, 8000 Aarhus C. ",Yield 4.4% 10-15% below market rents. ,,,,,https://resights.dk/ejendom/regenburgsgade-13-8000-aarhus-c/5628121,,,,,,
,Denmark,1/5/2024,K.W. Bruun Ejendomme A/S ,EJENDOMSSELSKABET PILE-BO A/S ,Copenhagen,Residential ,,,,,,92,3.075,29.919,"Residential property at Nørre Voldgade 25, 1358 Copenhagen K",,,,,,https://resights.dk/ejendom/norre-voldgade-25-1358-kobenhavn-k/6010189,,,,,,
,Denmark,1/5/2024,"	
K.W. Bruun Ejendomme A/S ","P+, Pension Fund for Academics ",Copenhagen,Residential ,,,,,,90,"2,851","31,568","Residential property at Rømersgade 7, 1362 Copenhagen K",,,,,,https://resights.dk/ejendom/romersgade-7-1362-kobenhavn-k/6010341,,,,,,
,Denmark,1/5/2024,K.W. Bruun Ejendomme A/S ,EJENDOMSSELSKABET PILE-BO A/S ,Copenhagen,Residential ,,,,,,45,1.55,29.032,"Residential property at Nørre Søgade 43, DK-1370 Copenhagen K",,,,,,https://resights.dk/ejendom/norre-sogade-43-1370-kobenhavn-k/6010383,,,,,,
,Denmark,1/4/2024,Forbundshuset A/S,MT Højgaard Holding A/S,Copenhagen,Office,,,,,,150,3.34,45,"Office property at Sluseholmen 1, st., 2450 Copenhagen",,,,,,https://resights.dk/ejendom/sluseholmen-1-st-2450-kobenhavn-sv/100547659,,,,,,
,Denmark,1/3/2024,Carla Properties K/S,ERIK OLESENS EJENDOMSSELSKAB A/S ,Copenhagen,Residential ,,,,,,143,n.a,n.a,"Residential property at Kastrupvej 98A, st. mf, DK-2300 Copenhagen S",,,,,,https://resights.dk/ejendom/kastrupvej-98a-st-mf-2300-kobenhavn-s/130131,,,,,,
,Denmark,1/3/2024,Carla Properties K/S,JENSEN & MØLLER HOLDING A/S ,Virum,Residential ,,,,,,58,n.a,n.a,"Residential property at  Askevænget 43, st. th, 2830 Virum",,,,,,https://resights.dk/ejendom/askevaenget-43-st-th-2830-virum/210572,,,,,,
,Denmark,12/8/2023,Velliv Ejendomsinvestering,PFA DK Ejendomme,Ballerup,Industrial ,,,,,,89,n.a ,n.a,Sale between two pensoin funds for a secondary office. Located on Lautrrupvang 24. ,,,,,,"Lautrupvang 24, 2750 Ballerup - See Sales Price | Resights",,,,,,
,Denmark,12/8/2023,Broenge 4 Aps,Casper Knudsen Holding ApS,Ishoj,Industrial ,,,,,,35,n.a,n.a ,"Property located at Broange 4 with a building area of 3,354 sqm",,,,,,"Broenge 4, 2635 Ishøj - Check last sale | Resights",,,,,,
,Denmark,12/7/2023,LIWA Ajendomme ApS,K/S SCT. Clemens Square,Ballerup,Industrial,,,,,,49,n.a,n.a,"The property is located at Industriparken 34, Ballerup.",,,,,,"Industriparken 34, 2750 Ballerup - Se seneste salg | Resights",,,,,,
,Denmark,12/7/2023,Promaxx ApS,Bodycote Heat treatment,Harlev,Industrial,,,,,,40,n.a,n.a,"Property located at Herlev Hovegade 15A with a building area of 5,749 sqm. ",,,,,,"Herlev Hovedgade 15A, 2730 Herlev - Check latest change of ownership | Resights",,,,,,
,Denmark,11/30/2023,Koncenton,Poul Erik Kristensen,Roskilde,Residential,,,,,,130,"2,989","43,5",Newly built and fully rented residential property with 44 apartments. Advisor was Engel & Völkers,5.5% yield,,,,,https://ejendomswatch.dk/Ejendomsnyt/Raadgivere/article16646910.ece,,,,,,
,Denmark,11/29/2023,Capman,NREP,Copenhagen,Residential,,,,,,"1,240",n.a,n.a,"Newly constructed residential buildings. Completed in May 2023, it consists of 3 buildings with a total of 384 residential units and parking spaces. This marks the sixth investment for CapMan's pan-Nordic core residential fund",,,,,,https://nordicpropertynews.com/article/9058/capman-makes-residential-investment-in-copenhagen,,,,,,
,Denmark,11/21/2023,NREP,American Starwood Capital,Copenhagen,Hotel,,,,,,n.a,13560,n.a,NREP has bought the Comfort Hotel on Vesterbrogade in Copenhagen from a company associated with the American investment fund Starwood Capital. The plan is to make the property greener.,,,,,,https://nordicpropertynews.com/article/9037/nrep-acquires-hotel-property-in-copenhagen,,,,,,
,Denmark,11/13/2023,Sampension,Ungbodanmark,"Sjælland, Fyn, Jylland",Residential,,,,,,n.a,"11,214",n.a,"Six youth and student housing properties, comprising a total of 215 apartments, located in some of the largest educational cities in Sjælland, Fyn, and in Jylland. The total value surpasses a quarter of a billion DKK",,,,,,https://amwatch.com/AMNews/Pension/article16596469.ece,,,,,,
,Denmark,11/10/2023,AP Pensions ejendomsgren,Corem,Copenhagen,Office,,,,,,"2,539","61,300","41,419","Two fully let office properties sold for SEK 3.9 billion, in line with the book value. Rental value is SEK 171 million. This sale constitutes the second of the four letters of intent, totaling SEK 12 billion. CBRE served as an advisor to the seller. Estimated yield was 4.3%",,,,,,https://www.fastighetsvarlden.se/notiser/corem-saljer-for-39-miljarder/,,,,,,
,Denmark,11/2/2023,Vidar Ejendomme,Family company,Aarhus,Residential,,,,,,n.a,n.a,n.a,Residential property with total of 126 residential units.  Nordicals was the advisor. ,,,,,,https://ejendomswatch.dk/Ejendomsnyt/Raadgivere/article16567431.ece,,,,,,
,Denmark,10/18/2023,MST Finance,Rekom Group? ,Copenhagen,Residential,,,,,,n.a,"2,000",n.a ,"The transaction concerns two adjacent buildings at Sølvgade 96 and Webersgade 13 in Copenhagen K, consisting of a total of more than 2000 sqm of housing and a small part of business.The property is booked at a value of just over DKK 50 million. ",,,,,,https://nordicpropertynews.com/article/8888/akf-divests-a-portfolio-of-ten-industrial-properties-in-copenhagen-to-blackstone,,,,,,
,Denmark,10/16/2023,Blackstone,AKF,Greater Copenhagen,Industrial,Logistics,,,,,747,"83,300",8968,"Ten industrial properties in Greater Copenhagen sold to entities owned by Blackstone-managed funds. The sale was facilitated by property agents Colliers and Cushman & Wakefield. Price was 720 after deferred tax, initial yield was 4,7%",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16525469.ece,,,,,,
,Denmark,10/16/2023,Blackrock,Skjøde Knudsen,Odense,Residential,,,,,,n.a,n.a,n.a,"Acquisition of two housing projectws in Odense. One is a completed studio housing project with a total of 132 units, and the other is an ongoing project of 88 apartments, expected to be completed in September 2024",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16528488.ece,,,,,,
,Denmark,10/12/2023,Atnorth & Propreco ,Capman,Skovlunde,Industrial,,,,,,110,"12,600",n.a,"Capman Nordic Property Income Fund divests a warehouse property. The fund acquired the property in 2018 and is selling it now for redevelopment to two separate parties, Nordic data center services company Atnorth and Danish property developer Propreco.",,,,,,https://nordicpropertynews.com/article/8879/capman-sells-in-greater-copenhagen,,,,,,
,Denmark,10/10/2023,Hanssen Ejendomme,FTZ Autodele & Tool,Odense,Industrial,Logistics,,,,,n.a,"9,500",n.a,"Warehouse and logistic property in Odense, Funen. The commercial broker Colliers has advised Denmark's largest auto wholesaler, FTZ Autodele & Tool, in the sale of the auto company’s headquarters for 40 year. Approx 4500 kr/sqm",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Raadgivere/article16499668.ece,,,,,,
,Denmark,10/5/2023,Verdion,Mortensen Gruppen,Horsens,Building rights,,,,,,250,"57,178",4372,"Property located in Business Park Vega, with construction of a 28,112 sqm warehouse now underway. 12 000 sqm has been pre-let, the remaining  15300 sqm is available to lease, providing high-quality warehouseing, offices and welfare areas. ",,,,,,https://verdion.com/news/verdion-secures-first-asset-for-velf2-fund/,,,,,,
,Denmark,9/29/2023,Genesta ,Logistic Contractor,Solrød,Logistics,,,,,,n.a,"20,600","n,a","Logistics property under construction in Solrød. An off-market deal with Logistic Contractor A/S, which is a part of Wästbygg gruppen. Groundwork and detailed planning will begin in the upcoming fall, and Genesta will take over the property at the end of 2024.",,,,,,https://www.fastighetsvarlden.se/notiser/genesta-koper-20-600-kvm-logistik-i-danmark/,,,,,,
,Denmark,9/28/2023,Evobus Dambark A/S ,Pristine Invest III ApS ,Køge,Industrial,,,,,,27.9,"4,200",n.a ,"Industrial property located on Centervej 3, 4600 Køge.",,,,,,https://nordicpropertynews.com/article/8856/verdion-secures-first-asset-for-velf2-fund,,,,,,
,Denmark,9/22/2023,"Alma property partners, Rubik Properties",n.a ,Glostrup ,Industrial,,,,,,n.a,"3,923",n.a ,"Single tenant industrial property at Ejby Industrivej 26 in Glostrup, with a plot of 11,500 sqm. The buyers been advised by Plesner, KHR, Ring 3 Erhverv and RED. The seller has been advised by Accura.",,,,,,https://nordicpropertynews.com/article/8812/alma-property-partners-and-rubik-properties-acquire-fourth-light-industrial-property-in-copenhagen,,,,,,
,Denmark,9/21/2023,LIWA Ejendomme,HLLG Office Resort  ,Glostrup ,Industrial ,,,,,,24,"3,923","6,066","Industrial property located on Ejby Industrivej 26, 2600 Glostrup.",,,,,,https://nordicpropertynews.com/article/8799/german-quantum-acquires-first-property-in-copenhagen,,,,,,
,Denmark,9/20/2023,Quantum Immobilien KVG,Udviklingsselskabet Carlsberg Byen,Copenhagen,Residential ,,,,,,n.a ,"20,200",n.a ,"Forward purchase of residential tower of 20,200 m² in Carlsberg Byen. The properties with about 200 apartments will be completed by spring 2025. Accura, PWC, KHR Architecture as well as NCAP and Nordanö acted as advisors for this transaction.",,,,,,https://resights.dk/ejendom/transformervej-4-2860-soborg/1302112,,,,,,
,Denmark,9/15/2023,Semler Ejendomme ,The property T4  ,Søborg,Industrial,,,,,,35,"2,533","13,818","Industrial property locted on Transformervej 4, 2860 Søborg.",,,,,,https://resights.dk/ejendom/ejby-industrivej-26-2600-glostrup/2116939,,,,,,
,Denmark,9/14/2023,SF Management,DAFA group,Brabrand,Office,Industrial,,,,,n.a ,"16,000",n.a,"Sale-leaseback transaction, DAFA Group has divested its headquarters located in Brabrand, near Aarhus. The property is approximately 16,000 sqm consisting of production, office, and warehouse space. Colliers was the sell advisor",,,,,,,,,,,,
,Denmark,9/11/2023,Nordstern ,HP 2021 ApS ,Herning,Public use,,,,,,"34,1",n.a,n.a,"Healthcare property located on GI Landevej 53G, Herning",,,,,,,,,,,,
,Denmark,9/11/2023,Resino Inks A/S ,Leo Pharma A/S ,Ballerup,Industrial,,,,,,"12,3",753,"16,335","Industrial property located on Metalbuen 15, Ballerup",,,,,,,,,,,,
,Denmark,9/8/2023,Danske Leasing A/S ,Hein & Sonner A/S ,Randers ,Industrial,,,,,,"18,2","1,680","10,833","Industrial property located on Lollandsvej 2, Randers",,,,,,,,,,,,
,Denmark,9/1/2023,Pears Global Real Estate,Dades,Copenhagen ,Residential ,,,,,,n.a ,6250,n.a ,Residential condominium portfolio consisting three buildings of total 73 apartments and three commercial premises. Broker was Savills. ,,,,,Savills,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article16399018.ece,,,,,,
,Denmark,8/24/2023,Mileway,LARS ERIK SEBBELOV HOLDING,Kastrup,Logistics,,,,,,33,3784,"8,721","Mileway logistic acquisition at Copenhagen Airport. The property is located at Kirstinehøj 4, 2770 Kastrup. The property was built in 1985 on the 9,372 m² lot. On 17 August 2023. The property is valued by the public at DKK 24.4 million. DKK, of which the plot amounts to DKK 7.49 million. DKK",,,,,,https://resights.dk/ejendom/kirstinehoj-4-2770-kastrup/2055520,,,,,,
,Denmark,8/2/2023,Pelican Denmark Industrial,Korf Ejendomme,Farum,Industrial,,,,,,38.25,4542,"8,421","Pelican Self Storage acquires property in Farum, 20 km northwest of Copenhagen",,,,,,"Rugmarken 35A, 3520 Farum - Find seneste salg | Resights",,,,,,
,Denmark,7/18/2023,Arla Foods,SFTS Ejendomme,Esbjerg,Industrial,,,,,,n.a.,5000,n.a.,Arla Foods acquires two properties located next to Arla's dairy in Esbjerg,,,,,,Arla på opkøb i Esbjerg: Køber flere naboejendomme — FødevareWatch (fodevarewatch.dk),,,,,,
