,Country,Date,Buyer,Seller,Location,Property type,Property type 2 (use drop-down menu),Main use (if Mixed use),Use (if Development/Building rights),Comment (if Redevelopment),Comment (if Other),"Price, MSEK","Area, m2","Price, SEK/m2",Comments,Comments from Friday meeting,Yield,Project name,Broker,BRE received,Received by,BRE reviewed,BRE bid,Souce,
,Sweden,2023-11-20,Norrman & son,Östling Fastigheter,Stockholm,Office,Industrial,,,,,n.a,"1,700",n.a,Light industrial leasehold property in Högdalen. The property is fully leased to Ramirent and consists mainly of warehouse and office spaces. Bolton Advisors served as the advisor.,,,,,,,,,https://www.fastighetsvarlden.se/notiser/norrman-son-forvarvar-i-hogdalen/,
,Sweden,2023-11-17,SLP,Artmax,Borås,Logistics,,,,,,79,"7,200","10,972","Logistics property in Viared Logistics Park. Fully leased to AMA Group, with a contract running for just over 5 years at an annual rent of SEK 5.9 million. The property is a total of 19,000 sqm and has an allowed exploitation rate of 70%, meaning there is significant potential for further construction.",,,,,,,,,https://www.fastighetsnytt.se/fastighetsmarknad/transaktioner/slp-vaxer-vidare-i-boras-mot-40-000-kvm-i-viared/,
,Sweden,2023-11-13,Cadillac Fairview,Mileway ,"Helsingborg, Örebro, Västerås, Göteborg",Logistics,,,,,,"1,600","121,000","13,223","Five single-tenant logistic properties, with 100% occupancy and a rental income of SEK 91 million. Four out of the five assets are BREEAM certified. All assets serve as the tenant's central distribution hubs. WALT B/E is 8.6/9.3 years. CBRE was advisor ",,,,,,,,,https://www.fastighetsvarlden.se/notiser/cadillac-fairview-miljardkoper-logistik/,
,Sweden,2023-11-13,Sehlhall,n.a,Norrtälje,Building rights,,,Public use,,,n.a,826,n.a,"Plot of 4,600 sqm in Älmsta with building rights for 826 sqm, two miles north of Norrtälje center. Sehlhall will construct a modern preschool, and a 15-year lease agreement has been signed with Norlandia Preschools",,,,,,,,,https://www.fastighetsvarlden.se/notiser/sehlhall-koper-4-600-kvm-uppfor-forskola/,
,Sweden,2023-11-08,Fagersta kommun,SBB,Fagersta,Public use,,,,,,105,"5,200","20,192","The municipality is buying two properties with office premises they have been leasing since 2021. The buildings accommodate approximately 120 workstations and 26, respectively. Svefa was the advisor in the deal. This marks SBB's seventh municipal sale",,,,,,,,,https://www.fastighetsvarlden.se/notiser/fagersta-koper-fran-sbb/,
,Sweden,2023-11-08,Anguli Fastigheter,n.a,Västra Götaland,Other,,,,,,255,"40,000","6,375","Anguli Properties has taken possession of their latest acquisition of six properties. At the same time, Stensundet Fastigheter AB joins as a new co-owner",,,,,,,,,https://www.fastighetsvarlden.se/notiser/anguli-forvarvar-for-255-miljoner-och-tar-in-ny-delagare/,
,Sweden,2023-11-06,Areim,Coeli,Haninge,Industrial,,,,,,91.5,"6,300","14,524","Industrial property in Handen, Haninge, with several tenants. Rental income amounts to approx. SEK 7.5m. Coeli is selling because the likelihood of residential development in the near future is low, the property is  therefore no longer considered a strategic asset. Nordanö was the advisor in the transaction",,,,,,,,,https://www.fastighetsvarlden.se/notiser/coeli-saljer-for-90-miljoner-i-haninge/,
,Sweden,2023-11-06,Gillesvik fastigheter ,Fastator,Åre,Hotel,,,,,,76.5,n.a,n.a,"Hotel in Åre (Åregården) with 55 rooms, two hotel apartments, two restaurants, and two bars. Colliers has been the advisor in the transaction",,,,,,,,,https://www.fastighetsvarlden.se/notiser/gillesvik-koper-aregarden-fran-fastator/,
,Sweden,2023-11-02,Skanska förvaltningsfastigheter,Skanska Fastighetsutveckling Norden,Stockholm,Office,,,,,,830,"12,388","67,000",Internal transaction where Skanska sells a fully developed office property to its own management company. The property was completed in 2020 and is 90% leased. The building is environmentally certified with LEED Platinum,,,,,,,,,https://www.fastighetsvarlden.se/notiser/skanska-avyttrar-sthlm-04-till-sitt-eget-bolag/,
,Sweden,2023-11-02,Gillöga,Private owner,Norrmalm,Residential,,,,,,n.a,"1,926",n.a,Residential property on Döbelnsgatan owned by a private individual who has owned the property since the early 1990s. Fredegårds acted as the seller's advisor,,,,,,,,,https://www.fastighetsvarlden.se/notiser/gilloga-koper-pa-norrmalm/,
,Sweden,2023-11-02,Bygginvest,M2 gruppen,Jönköping,Residential,,,,,,n.a,n.a,n.a,Residential property in Jönköping with 40 apartments,,,,,,,,,https://www.fastighetsvarlden.se/notiser/arnhult-saljer-ytterligare-i-jonkoping/,
,Sweden,2023-11-02,Urban propertied & Centria/Vasaparken,Tobin properties,Sundbyberg ,Office,Residential,,,,,n.a,"3,000",n.a,Property consisting of 12 residential units and office space. The buyers want to convert the building into solely residential units and potentially initiate a zoning plan to expand the residential area.,,,,,,,,,https://www.fastighetsvarlden.se/notiser/urban-properties-vill-konvertera-kontorshus-till-bostader/,
,Sweden,2023-11-01,Logistri Fastighets ab,AB Mälarverken,Tyresö,Industrial,,,,,,n.a,"3,900",n.a,"Industrial property in the Pettersboda industrial area, Tyresö. A modern industrial property that was constructed in three stages between 1986 and 2013",,,,,,,,,https://www.fastighetsvarlden.se/notiser/logistri-gor-mindre-kop-fran-malarverken/,
,Sweden,2023-11-01,n.a,Nyfosa,"Falköping, Filipstad, Lidköping och Malmö",Mixed use,,"Industrial, warehouse, retail, office",,,,299,"46,000","6,500","Nyfosa has divested seven properties in two transactions, consisting of warehouse, industrial, retail, and office spaces. The rental income is estimated to be approximately SEK 27 million, with a 4% vacancy rate. The WAULT is 3.5 years",,,,,,,,,https://www.fastighetsvarlden.se/notiser/nyfosa-saljer-sju-fastigheter-for-299-mkr/,
,Sweden,2023-10-31,SLP,Evolv,"Helsingborg, Malmö",Industrial,,,,,,317,"18,500","17,135","Two fully leased properties. The property in Malmö has a 10-year agreement with Isadora, and the one in Helsingborg has a 15-year agreement with Sydfrys. Rental income of approximately SEK 21 million",,,,,,,,,https://www.fastighetsvarlden.se/notiser/slp-koper-tva-i-skane-fullt-uthyrda/,
,Sweden,2023-10-27,Bonnier Fastigheter,John Matsson,Stockholm,Office,,,,,,"127,5","1,131","112,732",Office property near Bantorget in central Stockholm. The property consists of an older building from the late 19th century. Nordanö and Wille & Partners have been the seller's advisors in the transaction,,,,,,,,,https://www.fastighetsvarlden.se/notiser/john-mattson-saljer-i-city-till-bonnier-fastigheter/,
,Sweden,2023-10-26,n.a,Genova,Uppsala,Industrial,,,,,,50,"3,388","14,758","Genova is selling a fully let property industrial property in southern Uppsala to a ""local actor"". The price is in line with the book value, according to the seller. The rental value is approximately SEK 4 million, and the WAULT is 1 year. Part of a portfolio consisting three properties. Yield for the industrial proeprty transaction was 6.4% ",,,,,,,,,https://www.fastighetsvarlden.se/notiser/genova-avyttrar-i-uppsala-for-50-mkr/,
,Sweden,2023-10-25,Hedern Fastigheter,Point Properties,"Timrå, Örnsköldsvik",Retail,,,,,,165,"13,213","12,488","Two properties primarily consisting of retail. Tenants consist of Coop, Systembolaget, Clas Ohlson, Kjell & Company, and various others. Additionally, one of the properties includes some residential units. Novier was advisor to the seller",,,,,,,,,https://www.fastighetsvarlden.se/notiser/fastators-point-saljer-i-timra-och-ornskoldsvik/,
,Sweden,2023-10-25,Akademiska hus ,RISE,Stockholm,Public use,,,,,,105,"4,300","24,419","Akademiska Hus has entered into an agreement with RISE (Research Institutes of Sweden) to acquire three buildings within Forskningen 1 at KTH Campus in Östermalm, Stockholm. SVEFA was the advisor to RISE",,,,,,,,,https://www.fastighetsvarlden.se/notiser/akademiska-hus-koper-tre-i-centrala-stockholm/,
,Sweden,2023-10-25,Blackstone,Corem,"Haninge, Norrköping, Jönköping, Sollentuna, Malmö",Industrial,,,,,,"1,160","85,000","13,647","24 warehouse and logistics properties. The purchaser is an entity owned by funds under the management of Blackstone. The economic occupancy rate is 94%. The transaction relates to one of the four LOIs, amounting to a total of SEK 12 billion that Corem has entered. CBRE and PWC have served as advisors to Blackstone. Off market transaction",,,,,,,,,https://www.fastighetsvarlden.se/notiser/corem-saljer-portfolj-om-24-fastigheter-till-blackstone/,
,Sweden,2023-10-25,Wetterstaden Fastighet AB,M2 Gruppen,Jönköping,Residential,,,,,,n.a,"8,200",n.a,Residential portfolio consisting of seven properties with a total of 129 rental apartments. The deal was initiated by Panreal. Narrow selling process,,,,,,,,,https://www.fastighetsvarlden.se/notiser/m2-gruppen-saljer-sju-i-jonkoping-till-wetterstaden/,
,Sweden,2023-10-19,Roccia fastigheter,Carnila,Ludvika,Industrial,,,,,,n.a,"2,000",n.a ,Property in Ludvika where the buyers have signed a lease agreement with Axfood to develop a store for Willys. The property are being converted from car and commercial vehicle sales. Samuel Bagge and the team at Tandem Street served as advisors in the transaction,,,,,,,,,https://www.fastighetsvarlden.se/notiser/roccia-investerar-far-willys-pa-kroken/,
,Sweden,2023-10-18,Lansa fastigheter,Byggvesta,Gothenburg,Residential,Office,,,,,n.a,"7,053",n.a ,"Acquisition of a residential property with 86 apartments in Guldheden, Gothenburg. Outpoint acted as an advisor in the transaction",,,,,,,,,https://www.fastighetsvarlden.se/notiser/lansa-koper-aterigen-fran-byggvesta/,
,Sweden,2023-10-18,Emilshus ,Mårten Lundqvist holding ,Halmstad,Industrial,,,,,,56,"5,633","9,941",Two properties in the industrial area of Vilhelmsfält in Halmstad. The properties are fully leased with a rental value of SEK 5.6 million and a WAULT of approximately 3 years,,,,,,,,,https://www.fastighetsvarlden.se/notiser/emilshus-i-mindre-forvarv-i-halmstad/,
,Sweden,2023-10-17,Amaron,Qvantum,Åstorp,Office,,,,,,n.a,"9,500",n.a ,"Sale-leaseback deal of an office property in Åstorp, outside Helsingborg. It is fully leased to Qvantum Energi AB, which has its headquarters in there. The property is intended for development to achieve at least Silver-level environmental certification",,,,,,,,,https://www.fastighetsvarlden.se/notiser/amaron-forvarvar-10-000-utanfor-helsingborg/,
,Sweden,2023-10-16,Nivika,Ås Härads,"Ulricehamn, Borås",Residential,,,,,,150,"9,200","16,304","A rental residential portfolio, with an occupancy rate of 95% and a rental value of approximately SEK 11m",,,,,,,,,https://www.fastighetsvarlden.se/notiser/nivika-utokarbestandet-i-ulricehamn-boras/,
,Sweden,2023-10-16,Genesta,Ica fastigheter,Västerås,Industrial,,,,,,1350,"101,000","13,366","Sale-leaseback off-market transaction of Ica's central warehouse with a signed 15-year lease agreement. According to FV, the price was SEK 1.3-1.4b. Roschier and Svalner acted as Genesta's advisors in this transaction. Colliers and Bright Advokat advised Ica Fastigheter in the transaction",,,,,,,,,https://www.fastighetsvarlden.se/notiser/genesta-koper-101-000-kvm-logistik-i-vasteras/,
,Sweden,2023-10-13,Frentab,KMC Properties ASA,Täby,Industrial,,,,,,n.a ,"4,200",n.a,"Acquisition of two industrial properties in Arninge industrial area, Täby. The properties has a total land area of approximately 14,000 square meters with existing building space of 4,200 sqm, and potential for further development. Skierfe has served as legal advisor in the transaction",,,,,,,,,https://www.fastighetsvarlden.se/notiser/frentab-forvarvar-tva-industrifastigheter-i-taby/,
,Sweden,2023-10-13,Serafim fastigheter,n.a ,Täby,Industrial,,,,,,n.a  ,"3,200",n.a ,"Acquisition of a light industrial property in the Arninge industrial area, Täby. Price is 11 mkr according to Datscha and tenant is Euro car. ",,,,,,,,,https://www.fastighetsvarlden.se/notiser/serafim-koper-i-taby/,
,Sweden,2023-10-12,Logicenters,Charmilla Eskilstuna AB,Eskilstuna,Industrial,,,,,,n.a,"71,600",n.a ,"Forward purchase of Beijer Byggmaterial's central warehouse in Eskilstuna with building rights of 27,000 sqm. The logistics company Logent, which manages the operations for Beijer Byggmaterial, will be the tenant.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/logicenters-forvarvar-71-600-kvm-nytt-i-eskilstuna/,
,Sweden,2023-10-10,Evolv,Färskvaruhuset AB,Kungälv,Industrial,Office,,,,,n.a,"5,400",n.a ,10-year sale and leaseback arrangement with Färskvaruhuset AB (meat wholesaler). The property consists of warehouse and office space. Bolton Advisors have been advisors in the deal.,,,,,,,,,https://www.fastighetsvarlden.se/notiser/evolv-forvarvar-fran-farskvaruhuset/,
,Sweden,2023-10-09,Arne Dufva Högdalen AB,John Mattson ,Stockholm,Residential,,,,,,236,"4,447","53,069",Residential property in Högdalen. The purchase price is based on an underlying property value of SEK 236m before deductions for deferred tax. The property consists of 72 apartments. Wigge & Partners has served as the seller's legal advisor in the transaction.,,,,,,,,,https://www.fastighetsvarlden.se/notiser/john-mattson-saljer-for-236-miljoner/,
,Sweden,2023-10-06,Resinova,Unobo ,Helsingborg,Residential,,,,,,197,"4,846","40,652","Unobo, jointly owned by Riksbyggen and SBB, is divesting a property in Helsingborg to Resinova. The property was built in 2020 and comprises 95 apartments with garage. The agreed property value amounts to SEK 197m.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/unobo-avyttrar-i-helsingborg-till-resinova-for-200-mkr/,
,Sweden,2023-10-05,Trophi,Castellum,"Nyköping, Jönköping och Linköping",Retail,,,,,,600 (cirka) ,"37,000",n.a,"Four properties with WAULT of 3.6 years, the rental value is 49.5 million SEK and the vacancy rate is 4%. Some tenants are Citygross, Willys, Granngården and Systembolaget. One of the properties has an undeveloped building right. CBRE acted as an advisor in the transaction.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/castellum-saljer-for-900-mkr/,
,Sweden,2023-10-05,Nordisk Renting,Castellum,Västerås ,Industrial,,,,,,300 (cirka) ,"26,500",n.a ,"An industrial property. The property has ABB as single tenant. The property comprises production facilities and office space. WAULT os 3.5 years, and the rental value is approximately 35 million SEK. CBRE wasa the seller's advisor in the transaction.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/castellum-saljer-for-900-mkr/,
,Sweden,2023-10-04,Nosli,Färe Intressenter,Östra Göinge,Industrial,,,,,,n.a ,"30,595",n.a,"Two properties located in the Sibbhult industrial area with a land area of 161,488 square meters. The properties have well-established and stable tenants, with a WAULT of 6.5 years. Croisette is the advisor to the seller.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/nosli-koper-30-500-kvm-industrifastighet/,
,Sweden,2023-10-04,Blackstone,Nyfosa,"Burlöv, Göteborg, Haninge, Huddinge och Härryda",Industrial,,,,,,761,"58,000","13,121","Nine properties in the warehouse and light industrial segment. Two of the properties are located in Burlöv, two in Gothenburg, three in Haninge (next to each other), one in Huddinge, and one in Härryda. The annual rental income for the properties is estimated to be 55 million SEK, of which 25% is vacant. WAULT is is 2.8 years. CBRE was seller's advisor, and JLL was the buyer's advisor.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/nyfosa-saljer-for-761-mkr-till-blackstone/,
,Sweden,2023-10-04,Jafaris ,SMB Holding,Jönköping,Office,,,,,,25.44,"1,600","15,900",Office property in Jönköping. The property was acquired at a yield of 6.75%. The property is undergoing renovation and is fully leased to Nordlo and to an Elektrolux Homeshop,,,,,,,,,https://www.fastighetsvarlden.se/notiser/jafaris-forvarvar-kontorsfastighet-i-jonkoping/,
,Sweden,2023-10-03,Stena Fastigheter ,n.a ,Göteborg,Residential,,,,,,82,"2,433","33,703","Two residential properties in the Stampen. The properties consist of 30 residential apartments and commercial space on the ground floor. The properties have a total residential area of 2,133 sqm and a commercial area of 300 sqm. Kommersiella fastigheter acted as the seller's advisor",,,,,,,,,https://www.fastighetsvarlden.se/notiser/stena-forvarvar-i-centraal-goteborg/,
,Sweden,2023-10-02,Förvaltix AB (Norrman & Son),Oscar Properties,Eskilstuna,Industrial,,,,,,n.a ,"8,400",n.a,"Light industrial property, the area consists mainly of warehouse and office spaces. The property is located in Vinsta industrial area, where the buyer owns another property 200 meters away from this one. Bolton Advisors initiated the transaction",,,,,,,,,https://www.fastighetsvarlden.se/notiser/forvaltix-forvarvar-fran-oscar-properties/,
,Sweden,2023-09-29,Klong och Lejonparten,JM,Lidingö,Retail,,,,,,21,"1,000","21,000","Commercial property in Dalénum on Lidingö. The buyer is the tenant Klong, which sells furniture, together with Lejonporten. Novier acted as the advisor in the transaction",,,,,,,,,https://www.fastighetsvarlden.se/notiser/klong-och-lejonporten-koper-fran-jm-pa-lidingo/,
,Sweden,2023-09-28,n.a ,JM,Stockholm,Office,Retail,,,,,283,"9,582","29,535","Three properties near Brommaplan. The buyer is believed to be a fund operator according to FV. Tenants such as Ica, Stockholm Stad and Swedbank. JM acquired these properties in 2010 and their residential plans is not expected to be approved  in the near future, therefore JM decided to sell. Tango was advisor",,,,,,,,,https://www.fastighetsvarlden.se/notiser/jm-saljer-for-300-mkr-vid-brommaplan/,
,Sweden,2023-09-28,Rikshem,n.a ,Umeå,Development,,,Residential,,,n.a ,"60,000",n.a ,"Aquisition of land in Teg, Umeå. The company is planning for various types of housing. According to Umeå Municipality, the planning process will commence in 2024 with the goal of having a finalized plan by the end of 2025",,,,,,,,,https://www.fastighetsvarlden.se/notiser/riksbyggen-satsar-i-umea-koper-60-000-kvm-mark/,
,Sweden,2023-09-28,"Vacse
Skanska",Domstolsverket,Växjö,Building rights,,,,,,n.a ,"10,500",n.a ,"Vacse and Skanska jointly win the procurement for the new 10,500 sqm premises of the Swedish Court Administration in Växjö. The procurement is conditional upon the government's approval of the lease agreement",,,,,,,,,https://www.fastighetsvarlden.se/notiser/vacse-forvarvar-ny-domstolsbyggnad/,
,Sweden,2023-09-26,Stena Fastigheter ,Rikshem,Sigtuna,Residential,,,,,,n.a ,"30,000",n.a,"Residential property in Märsta, Sigtuna municipality, with 438 apartments. The sale has been made at book value, FV estimates the price to be 600-700 million SEK",,,,,,,,,https://www.fastighetsvarlden.se/notiser/stena-gor-stor-kop-fran-rikshem-i-sigtuna/,
,Sweden,2023-09-26,Evolv,Corem,Sigtuna,Industrial,,,,,,115,"8,900","12,921",Industrial properties with a total rental value of approximately 9 million SEK. The economic occupancy rate is 95 percent and consists mainly of office and warehouse spaces. Bolton Advisors has initiated the transaction,,6.25,,,,,,,https://www.fastighetsvarlden.se/notiser/corem-saljer-tre-i-sigtuna-for-115-mkr/,
,Sweden,2023-09-22,Volvo Construction,Kfast,Eskilstuna,Other,,,,,,65,n.a,n.a,"Volvo has entered into an agreement with Kfast to repurchase the building in Munktellstaden, which includes the Munktell Museum and premises that were previously owned by Volvo",,,,,,,,,https://www.fastighetsvarlden.se/notiser/volvo-koper-tillbaka-fastighet-i-munktellstaden/,
,Sweden,2023-09-21,NREP,SPG,Håbo,Residential,,,,,,n.a,"14,000",n.a,Three residential Properties with 283 apartments that are expected to be certified according to BREEAM In-Use very good. The project was completed during the summer of 2023.The acquisition is made through Nrep Income+. Advisor was Nordanö. ,,4.35,,,,,,,https://www.fastighetsvarlden.se/notiser/nrep-forvarvar-283-nya-hyreslagenheter-fran-spg/,
,Sweden,2023-09-20,EQT  Exeter,Byggvesta ,Huddinge,Development,,,Residential,,,n.a,n.a,n.a,A transaction followed by ByggVesta's land acquisition. An agreement regarding the sale of phase 1 consisting of 400 residential units. This marks EQT's first residential deal in Sweden. The advisor was Outpoint. ,,,,,,,,,https://www.fastighetsvarlden.se/notiser/byggvesta-saljer-till-eqt-exeter-i-flemingsberg/,
,Sweden,2023-09-19,Mannerson,Sankt Kors,Linköping,Office,,,,,,220,"7,718","28,505","Seller Is the municipal company Sankt Kors. The property consists of five buildings. The area has a rich industrial history, the buyer intends to continue preserving the role of culture within the block.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/mannersons-koper-kv-gjuteriet-2-i-linkoping/,
,Sweden,2023-09-18,Tvättbjörnen Holding AB ,Oscar Properties,Söderhamn,Hotel,,,,,,n.a ,"3,567",n.a,"A hotel property currently operated by a Best Western hotel. The hotel will continue to be operated as it is, but the new property owner plans several renovations.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/stig-svedberg-forvarvar-fran-oscar-properties/,
,Sweden,2023-09-15,Private investor,Private Investor ,Nynäshamn,Residential,,,,,,52,"2,631","19,764","Two residential properties in Nynäsham consisting of 46 apartments. The advisory firm, Albrektson & Fellinger, states that they are soon going to sell three more residential properties in Nynäshamn.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/bestand-i-nynashamn-byter-agare-for-en-52-mkr/,
,Sweden,2023-09-15,Byggvesta,Clara och Akademiska hus,Huddinge,Development,,,Residential,,,n.a ,n.a,n.a,"Building rights for student and researcher accommodations in central Flemingsberg. The detail development plan is ongoing and is expected to be completed during the fourth quarter of 2023, with a planned construction start in the spring of 2024. The project's first phase of approximately 400 apartments is estimated to be completed from the end of 2025 to the mid-year of 2026. ",,,,,,,,,https://www.fastighetsvarlden.se/notiser/800-nya-studentbostader-i-flemingsberg/,
,Sweden,2023-09-15,Svenska handelsfastigheter,Västra hamnen Utveckling,Hudiksvall,Retail,,,,,,n.a ,"2,800",n.a,SHF acquires a property for grocery retail with Ica as its main tenant. The property is generally in good condition after undergoing extensive renovations in 2021. WAULT is approximately 3 years. The advisor was Angermann.,,,,,,,,,https://www.fastighetsvarlden.se/notiser/shf-gor-mindre-ica-kop-i-hudiksvall/,
,Sweden,2023-09-15,Bygga Gwg AB,Nivika,Gislaved,Industrial,,,,,,n.a ,"3,000",n.a,"Industrial property in the Henja Industrial Area is being sold to Bygga Gwg AB, who owns the neighboring property. Nivika states that the sale is occurring just above the property's book value.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/nivika-saljer-mindre-fastighet-i-gislaved/,
,Sweden,2023-09-13,Vallonbygden,HSB,Finspång,Residential,,,,,,23,"2,000","11,500",Two residential properties In Finspång consisting of 40 apartments and two commercial spaces. Buyer is the municipal housing company in Finspång. SVEFA was the advisor to the seller,,,,SVEFA,,,,,https://www.fastighetsnytt.se/fastighetsmarknad/transaktioner/hsb-saljer-fastigheter-i-ostergotland-till-allmannyttigt-bolag/,
,Sweden,2023-09-08,Södra  Munksjön Utvecklings AB ,Nivika,Jönköping,Industrial,,,,,,n.a,"11,000",n.a ,Three commercial properties with reported rental value of SEK 11 million. The buyer is the municipal company Södra Munksjön Utvecklings AB,,,,n.a,,,,,https://www.fastighetsnytt.se/fastighetsmarknad/transaktioner/nivika-fortsatter-salja-denna-gang-i-jonkoping/,
,Sweden,2023-09-06,SPG,BRF Skvaltan ,Nacka,Building rights,,,Residential,,,n.a,"12,000",n.a,"SPG has entered into an agreement with the housing association Skvaltan in Nacka for the acquisition of a property with a potential building right of approximately 12,000 sqm BTA. The area is located approximately 500m from Nacka Forum and is designated in the comprehensive plan for residential development",,,,,,,,,https://www.fastighetsvarlden.se/notiser/spg-forvarvar-potentiell-byggratt-nara-nacka-forum/,
,Sweden,2023-09-05,MP-bolagen,Nivika,Vetlanda,Residential,,,,,,n.a,"1,148",n.a,"Four properties in central Vetlanda have been sold to MP-Bolagen, with a total area of 1,148 sqm. The properties consist of residential units and premises leased by the Vetlanda municipality. A&P Property Transactions has provided advisory services on behalf of the seller",,,,A&P Fastighetstransaktioner,,,,,https://nivika.se/press-release?id=443F80A0AB9E9B30,
,Sweden,2023-09-05,"CapMan, Nordsten",Venturi fastigheter,Vaggeryd,Building rights,,,Logistics,,,n.a ,"200,000",n.a,"CapMan Real Estate and Nordsten Development have jointly acquired approximately 340,000 sqm of land in Vaggeryd, south of Jönköping. Here, the buyers plan to develop up to 200,000 square meters of logistics space. The deal marks CapMan's entry into logistics development. Angermann and the law firm Allié have been the seller's advisors in the transaction. CBRE acted as an advisor to CapMan.",,,,,,,,,https://www.fastighetsvarlden.se/notiser/capman-och-nordsten-i-forvarv-kan-ge-200-000-kvm-logistik/,
,Sweden,2023-09-04,Arum,n.a,Kungsör,Residential,,,,,,n.a,"6,000",n.a,"Two residential properties in Kungsör with a total lettable area of 6,000 sqm, divided into 78 apartments and ground-floor commercial spaces. Novier was the advisor",,,,Novier,,,,,https://www.fastighetsvarlden.se/notiser/arum-forvarvar-78-lagenheter-i-kungsor/,
,Sweden,2023-09-03,Granit bostad,Family Benhede,Malmö,Residential,,,,,,n.a ,"5,340",n.a,Two residential properties consisting of 82 apartments and one commercial space. The properties are located in Slottsstaden in Malmö. The sale is part of the owner family's generational transition,,,,,,,,,https://www.fastighetsvarlden.se/notiser/granit-bostad-forvarvar-mer-i-malmos-basta-lage/,
,Sweden,2023-09-01,Tingsvalvet,Poplanäs Invest AB ,Gnosjö,Industrial,,,,,,"46,5","7,080",n.a,"Industrial property fully let to a tenant with a 10-year triple net lease agreement. Acquired through a company transaction, where the purchase price for the shares amounts to SEK 41.8m. According to the buyer, the yield is 8.66% calculated on an estimated property value of SEK 46.5m",,,,,,,,,https://www.fastighetsvarlden.se/notiser/tingsvalvet-koper-i-gnosjo/,
,Sweden,2023-09-01,Catena Logistik AB,Billström Riemer Andersson AB,Fjärås,Industrial,,,,,,246,"14,000","17,571","Catena acquires two newly built logistic properties in Kungsbacka, Gothenburg. The properties were acquired at an underlying property value of SEK 246m before deductions for deferred tax. NOI is expected to be SEK 14.5m. Both properties are certified with BREEAM Very Good",,,,,,,,,https://dagenslogistik.se/catena-koper-tva-nybyggda-fastigheter-i-goteborg/,
,Sweden,2023-08-31,Skeppsviken fastighets AB,n.a,Landvetter ,Building rights,,,Industrial,,,n.a ,"5,000",n.a ,"Development property of 9,500 sqm with approved construction permits for industrial and logistics purposes, appr. 5,000 sqm is estimated to be developable for leasable space. Accomplished in collaboration with Gothenburg-based Gotaholm Properties through a JV partnership",,,,,,,,,https://www.fastighetsvarlden.se/notiser/skeppsviken-forvarvar-industrimark-i-landvetter/,
,Sweden,2023-08-29,Nykvarns kommun,SBB i Norden ,Nykvarn,Public use,,,,,,191,"6,027","31,691","SBB has entered into an agreement to sell a property where the municipal building and the adjacent residences are located. The deal is a part of the ongoing transactions related to the communicated LOIs totalling over 3 billion SEK accordning to FV. Datcha area is 6,027 sqm. Svefa was advisor",,,,Svefa,,,,,https://www.fastighetsvarlden.se/notiser/sbb-saljer-till-kommun-for-191-miljoner/,
,Sweden,2023-08-29,"Private investors, Mio Fastigheter Haninge AB, EHF",Castellum,"Haninge, Linköping, Malmö & Uddevalla",Office,Retail,,,,,430,"29,820","14,420","Castellum has divested eight properties in four transactions. The rental value amounts to SEK 49 m and has an occupancy rate of 89%. WAULT is 3.2 years. Three of the properties are located in Uddevalla, two in Malmö, two in Linköping, and one in Haninge. The sales advisor in Uddevalla was Catella, and in Haninge it was CBRE. In Haninge, Mio Fastigheter Haninge AB is repurchasing its own retail property",,,,Catella & CBRE,,,,,https://www.fastighetsvarlden.se/notiser/castellum-saljer-atta-fastigheter-for-430-miljoner/,
,Sweden,2023-08-23,"Patrizia, Broadgate Asset Management",Alta Fastigheter,"Linköping, Norrköping, Nyköping",Industrial,,,,,,n.a,"37,000",n.a ,"A portfolio consisting of 10 newly built logistics properties that currently has an occupancy rate of 97%. Colliers acted as sale advisor. EY, and Tjuren were advisors to Patrizia and Broadgate",,,,"Colliers, Roschier, EY och Tjuren. ",,,,,https://www.fastighetsvarlden.se/notiser/alta-saljer-tio-logistikfastigheter-i-miljardaffar/,
,Sweden,2023-08-22,Hemsö,ABF,Göteborg	,Public use,,,,,,n.a,"4,000",n.a ,"The transaction concerns Odinskolan in Gothenburg, located close to the central station and completed in 1918. The area is under development. The buyer intends to invest SEK 170m in the property; the purchase price is not disclosed. A & P Fastighetstransaktioner was advisor",,,,A & P Fastighetstransaktioner,,,,,https://www.fastighetsvarlden.se/notiser/hemso-forvarvar-odinsskolan-i-goteborg/,
,Sweden,2023-08-21,Skeppsviken Fastighets AB,O.F Ahlmark & co Eftr AB,Kållered,Industrial,,,,,,n.a,"13,000",n.a ,"Industrial property of approximately 13,000 sqm, of which 4,700 sqm constitutes office or other premises (currently vacant). Located in Torrekulla industrial area. The property holds a building right for exploitation. Sale advisor was Werks",,,,Werks,,,,,https://www.skeppsviken.se/nyheter/skeppsviken-forvarvar-industrifastighet-i-kallered/,
