1,2,3,4,5,6,7,8,9,10,11,,,,,,,
,Finland,2024/10/29,UrbanLight,Nordea Henkivakuutus,Vantaa,Logistics,n.a.,"27,000",n.a.,"UrbanLight, a joint venture established last year by Alma Property Partners and Alea Partners, acquires two properties near Helsinki-Vantaa Airport. The larger of the acquired properties, Tikkurilantie 154, includes approximately 22,000 square meters of logistics space. The property is fully leased to DB Schenker.",,,,,No,,
,Finland,2024/10/29,Balder Finland,Evli Vuokratuotto II,Kirkkonummi,Light industrial / retail,n.a.,"1,963",n.a.,Balder Finland acquired a LI/retail property located in Kirkkonummi. The asset is almost fully leased to Wurth and Autoklinikka. 2024 Estimated NOI some €0.2m and WAULT 4 years.,,,,,Yes,,
,Finland,2024/10/24,Cibus Nordic Real Estate,"Mandatum AM Suomi Kiinteistöt II, SSA Rakennus Oy, n.a.","Pori, Helsinki, n.a.",Retail,14.8,"5,500","2,545",Cibus has through three separate transactions acquired three grocery stores in Finland. The properties hold 100% daily-goods with WAULT of 12.9 years. The first acquired property (price €4.2m) is leased to S Group and the third acquired property was built in 2024 and is leased to Kesko. No detailed information regarding the second transaction is disclosed.,,,,,No,,
,Finland,2024-10-15,FinCap,Spatium Toimitilat (City of Lahti),Lahti,Buildings/Land,n.a.,"26,000",n.a.,FinCap's data center company buys two properties and land of some 10 hectares located in Lahti. The current premises are mainly in logistics and warehouse use. The price is not disclosed.,,,,,No,,
,Finland,2024/10/15,Kinland,n.a.,n.a.,Day-care,n.a.,800,n.a.,"Day-care asset built in 2024. After the acquisition, Kinland has almost 190 assets in Finland. Because the seller doesn't want any publicity, the available information is very limited.",,,,,No,,
,Finland,2024-09-11,Lumme Palvelukiinteistöt Oy,Hoivarakentajat Oy,Several,Care,30.0,n.a.,n.a.,"Lumme Palvelukiinteistöt, a Finnish real estate investment company focusing on care properties, has acquired a portfolio of eight care properties for approximately 30 million euros from Hoivarakentajat Oy. Lumme is a jointly owned by Alma Property Partners and senior members of the operating team. The company’s goal is to build a care property portfolio exceeding 100 million euros.",,,,,No,,
,Finland,2024-09-03,Stendörren,Private,Tuusula,Warehouse / Office,11.5,"13,596",846,"The property, located at Kalliotie 2, is Tuusula Business Center. The asset is fully leased. Yield some 9%. Constructed 1968-2003.",,,,,Yes,,
,Finland,2024-08-29,Town of Kangasala,The Wellbeing Services County of Pirkanmaa,Kangasala,Development,0.5,n.a.,n.a.,"The municipality will purchase the former hospital area of Kaivanto from Wellbeing Services County. The purchase price is 530,000 euros. The total area includes 21.3 hectares and seven properties with buildings. The buildings will be demolished during 2025, and the area will be developed in the coming years.",,,,,No,,
,Finland,2024-08-26,The Wellbeing Services County of Kanta-Häme,Welfare District of Forssa,Forssa,Hospital,8.3,n.a.,n.a.,"The Wellbeing Services County acquired hospital properties located in Forssa. According to Oma Häme, one of Oma Häme’s three social and health service centers will be located in Forssa Hospital.",,,,,No,,
,Finland,2024-08-15,Hoivatilat Oyj,Varte Oy,Kerava,Daycare,n.a.,n.a.,n.a.,"Varte Oy and Hoivatilat Oyj have finalized a transaction in Jaakkola, Kerava. A new daycare building was completed at Palopellonkatu 6 B in May 2024. Varte Lahti Oy served as the main contractor for the project.",,,,,No,,
,Finland,2024-08-13,Ethos Light Industrial Strategies I Ky,n.a.,Espoo and Kerava,Light industrial,n.a.,"4,550",n.a.,"Ethos Light Industrial Strategies I Ky fund, managed by Finnish real estate investment company Ethos Capital, has acquired two additional properties. One of the properties, which includes warehouse, logistics, and production space, is located near Kehä III in Espoo and covers an area of approximately 2,200 square meters. The other property is situated in Kerava and spans around 2,350 square meters.",,,,,No,,
,Finland,2024-08-13,n.a.,S-Pankki Toimitila Erikoissijoitusrahasto,Vantaa,Light industrial / Logistics,n.a.,n.a.,n.a.,"S-Pankki Toimitila Special Investment Fund has sold a production and logistics property that it has owned for a long time in Piispankylä, Vantaa, at the address Mestaritie 8.",,,,,No,,
,Finland,2024-08-12,Private investor,Ifolor,Kerava,Light industrial,n.a.,"5,200",n.a.,"Ifolor group has sold its production property located in Kerava to a private real estate investor. In spring, Ifolor announced its decision to concentrate its production operations in Switzerland, where the company’s headquarters and larger production unit are located.",,,,,No,,
,Finland,2024-08-12,Mileway,Kiinteistö Oy Koskelonteollisuus 1,Espoo,Light industrial,6,"3,987","1,405","An off-market deal, no news published. Mileway already has several properties within the close area.",,,,,No,,
,Finland,2024-08-12,Mileway,PNO Finland Oy,Sipoo,Light industrial,8,"2,112","3,551","An off-market deal, no news published. The tenant PNO is heavy equipment trailer rental company, and their trailer center is located on the property.",,,,,No,,
,Finland,2024-07-18,Logian,DEAS Asset Management,Vantaa,Logistics,n.a.,"25,000",n.a.,"Logistics property near the airport in Aviapolis, Vantaa. The property is designed for storing products requiring special temperature conditions and was completed in 2018. The property is fully let to grocery wholesaler Wihuri. CBRE was advisor",,,,,,,
,Finland,2024-07-11,Niam,eQ,"Helsinki, Pori",Social,n.a.,"17,800",n.a.,"Three healthcare and hospital properties. The transaction includes two properties acquired from eQ Social Properties special investment fund in the centre of Helsinki and one in central Pori. The largest tenants are Docrates, Mehiläinen and Terveystalo. JLL and Catella were advisors",,,,,,,
,Finland,2024-07-02,Logian,OP Real Estate Asset Management,Tuusula,Logistics,n.a.,"32,500",n.a.,Logian has acquired two logistics properties in Tuusula from funds managed by OP Real Estate Asset Management. The properties are located some 3 km north-east of Helsinki-Vantaa airport and the premises are fully leased to Logitri Oy. The buyer is a joint venture between Keva and Mrec Investment Management Oy.,,,,,No,,
,Finland,2024-06-25,Mileway,NREP and Aktiivitilat,Helsinki region and Tampere region,Light industrial,135.5,"132,717","1,021","A light industrial portfolio comprising 22 light industrial assets. The Helsinki region contributes 77% to the portfolio's NOI, while the remaining 23% comes from the assets in Tampere. Yield 8.09% on Seller's NOI including rental guarantees and 7.72% on Seller's NOI excluding rental guarantees.",,,,,Yes,,
,Finland,2024-06-24,Swiss Life AM,Ilmarinen,Oulu,Healthcare/retail,n.a.,"7,606",n.a.,"The property is located in the city centre of Oulu, and it is occupied by anchor tenant Mehiläinen Oy, covering over 74% of the gross rental income. The property is consructed in 2015, occupancy rate is 98% and the NOI is some €2.8m",,,,,Yes,,
,Finland,2024-06-24,Sirius Capital Partners,OP-Vuokratuotto,Helsinki,Residential,n.a.,"7,100",n.a.,"Sirius Capital Partners has acquired two residential properties from OP Vuokratuotto - a special investment fund. The properties consist of a total of 158 apartments. The properties are located in Etelä-Haaga and Pasila. One of the buildings is in energy class A, and Sirius plans to upgrade the other one from energy class B to A by installing solar panels.",,,,,No,,
,Finland,2024-06-24,Innovestor Real Estate,n.a.,Vantaa,Light industrial,n.a.,"3,500",n.a.,"Innovestor Real Estate has invested in a new commercial property in Tuupakka, Vantaa, along Ring Road 3, at the address Kalliosolantie 4. The property is designed and developed to meet the needs of the real estate services company Lassila & Tikanoja Oyj.",,,,,No,,
,Finland,2024-06-24,Slättö,n.a.,HMA and Tampere,Residential,130,n.a.,n.a.,"Funds managed by Slättö have, through two separate transactions, agreed to acquire two residential portfolios in Finland, for a total transaction value of EUR 130 million. The acquisitions are made with Finnish institutional investors as co-investors. 70 per cent of the value is concentrated in the HMA and the residential portfolios comprise approximately 800 residential units.",,,,,No,,
,Finland,2024-06-13,Aare Invest,Väinö Paunu Oy,Tampere,Development,n.a.,"2,000",n.a.,"Bus company Väinö Paunu Oy has sold the former bus depot building located in Nekala, Tampere. According to buyer, the property has plenty of unused building right, making the acquisition an excellent fit for their project development and growth strategy. The premises will be renovated to meet modern requirements. The building was constructed in the 1950s.",,,,,No,,
,Finland,2024-06-13,Ilmarinen,Nurminen Logistics,Helsinki,Office/Logistics,17.3,n.a.,n.a.,"Nurminen Logistics Oyj is selling a 51% majority stake in the shares of Kiinteistöosakeyhtiö Helsingin Satamakaari 24 to Ilmarinen. This stake represents Nurminen’s ownership in the company’s headquarters and terminal property located in Vuosaari, Helsinki. As a result of the deal, full ownership of the property will transfer to Ilmarinen, which previously held a 49% stake. The existing lease agreement for the property will continue for five years from the date of the transaction.",,,,,No,,
,Finland,2024-06-10,Cityvarasto,n.a.,Hyvinkää,Storage,n.a.,n.a.,n.a.,Cityvarasto Oyj has acquired the shares entitling ownership of a commercial space located at Hämeenkatu 66 in the center of Hyvinkää. A modern self-storage hotel will be opened in the premises by the end of the year.,,,,,No,,
,Finland,2024-06-05,Slättö,OP-Vuokratuotto,Helsinki,Light industrial,n.a.,"6,400",n.a.,"OP-Vuokratuotto real estate fund divested a light industrial property located at Kivikonlaita 25 in Kivikko, Helsinki. The fund acquired the property from its user in November 2019. The asset was constructed in 2009 and it has lettable area of 6,400 sq m, NOI €0.86m and WAULT 10.7 years.",,,,,Yes,,
,Finland,2024-06-05,Balder Finland,Oy Wasa ST-Invest Ltd,Vaasa and Espoo,Light industrial,12,"11,200","1,071","Balder Finland is acquiring a portfolio of four production and commercial properties in Finland. The anchor tenants in these properties include Havator, Lassila & Tikanoja, EFC Finland, and Volvo Construction Equipment.",,,,,Yes,,
,Finland,2024-05-30,Catella European Residential III,eQ (Oivat Kaupunkikodit Oy),"Helsinki, Vantaa, Tampere and Turku",Residential,50.0,"11,000","4,545",The portfolio comprises of four properties (243 apartments) and the value is approximately 50 million euros. The buildings have been recently completed between 2021 and 2022. This is the fund’s first investment in Finland.,,,,,No,,
,Finland,2024-05-29,HOK-Elanto,OP-Vuokratuotto,Espoo,Retail,n.a.,"5,458",n.a.,"Niitty is a shopping center completed in 2017, which also includes a metro station. The largest operator in Niitty is the HOK-Elanto S-market. Cushman & Wakefield acted as the seller's advisor, the purchase price was not disclosed. NOI €1.71m and technical occupancy 96.5%.",,,,,Yes,,
,Finland,2024-05-28,Nuveen Real Estate,Toivo Group,"Helsinki, Espoo and Vantaa",Residential,41.9,n.a.,n.a.,"Toivo Group has signed a contract package in which the company will deliver a family housing portfolio of about 140 apartments to Nuveen Real Estate. The portfolio consists of detached houses, semi-detached houses, and row house properties. The portfolio includes one completed property and three properties under construction, located in Helsinki, Espoo, and Vantaa. The value of the contract is approximately 41.85 million euros.",,,,,No,,
,Finland,2024-05-21,Premico Residential Fund III,Fira,Helsinki,Residential,n.a.,n.a.,n.a.,"Premico Residential Fund III and construction service company Fira have agreed on the construction of a high-quality rental apartment building in Postipuisto, Helsinki. The complex will consist of 99 apartments and the project is expected to be completed in summer 2025. Cushman & Wakefield advised the seller.",,,,,No,,
,Finland,2024-05-13,Novus Family Homes (NIAM and Kuuskodit),Toivo Group,Turku and Espoo,Residential,> 20.0,"5,900","~3,390","Niam and Kuuskodit Investment Management announced the launch of a new joint venture, an initiative to enhance family living through the development of terraced family houses, tailored for the rental market in the Finish growth triangle HMA, Tampere and Turku. The joint venture has acquired a seed portfolio, comprising five assets with 117 apartments, built in 2021-2022.",,,,,No,,
,Finland,2024-05-10,TCG Properties Oy,Stiftelsen Leschehemmet,Helsinki,Care/Residential,5.3,"1,262","4,200","The Leschehemmet Foundation sold its property located at Huvilakatu 3. The building was completed in 1910 and the original purpose of the building was residential apartments, but it was converted into a senior services home in the 1950s. Last summer, the city of Helsinki approved a zoning decision that allows the building to revert from a senior services home back to residential apartments.",,,,,No,,
,Finland,2024-05-10,Finlandsindustrifastigheter Oy,Oy Wasa ST-Invest Ltd,Mustasaari,Light industrial,6.9,"9,816",703,"Oy Wasa ST-Invest Ltd has divested light industrial property in Mustasaari, some 10km from Vaasa city centre.",,,,,Yes,,
,Finland,2024-04-30,Aalto University,Senate Properties,Espoo,Office,n.a.,"6,300",n.a.,"Senaatti-kiinteistöt has sold an office and laboratory property located at Tietotie 2 in Espoo’s Otaniemi to Aalto University. The complex was built in several phases starting from the 1960s. The property was previously used by VTT Technical Research Centre of Finland, but their operations ceased in the fall of 2023, leaving the premises vacant. Tietotie 2 is part of the Biologi zoning area, which is planned to accommodate a variety of university functions, housing, and services.",,,,,No,,
,Finland,2024-04-30,Indlog Properties (Confido),Pontos (ReLog),Kouvola,Logistics,n.a.,"5,000",n.a.,"The property was built in 2006. It is a fully leased logistics property, and the current tenant, Schenker, has been operating there for 10 years. The property was part of the ReLog portfolio, which Pontos acquired from NREP in the spring of 2019.",,,,,No,,
,Finland,2024-04-30,Swiss Life Asset Managers Nordic ,eQ Liikekiinteistöt,Espoo,Retail,n.a.,"23,000",n.a.,"The Bredis retail park was completed in two parts in 2019 and 2021. The complex, consisting of four properties, has a total area of approximately 23,000 square meters. Tenants include Lidl, Rusta, Tokmanni, Power, Jysk, and Puuilo.",,,,,No,,
,Finland,2024-04-30,Private investor,Varma,Turku,Parking,n.a.,n.a.,n.a.,"As a result of the transaction, the buyer gains control over more than 500 parking spaces in the P-Louhi parking facility located in Turku.",,,,,No,,Capman Acquires Logistics Asset at Turku Airport | Nordic Property News
,Finland,2024-04-26,Revelon Oy,Cromwell European REIT,Vantaa,Office,5.4,"6,827",791,"Cromwell European REIT has divested office property located in Kielotie 7, Vantaa.",,,,,No,,"JM Finland bought nokia manor and plans apartments for 1,500 residents | Building Leaf (www-rakennuslehti-fi.translate.goog)"
,Finland,2024-04-25,Ovaro,Cerberus Capital Management,Jyväskylä,Retail,7.0,"16,400",427,"The assets is on a freehold plot and the building is constructed during the 1970s and 1980s. The most recent renovations were carried out in the 2020s. The tenants include, among others, Tokmanni, Lidl, and Forenom Hostel. Current occupancy some 60% and yield around 13%. Cerberus bought the asset from Citycon in 2017.",,,,,No,,
,Finland,2024-04-25,B&E Rakennuttajat Oy,Pontos (ReLog),Kajaani,Retail,n.a.,"6,400",n.a.,Local real estate developer acquired a shopping center from Pontos. Current occupancy rate over 90%. The asset was part of the ReLog portfolio that was acquired from NREP in 2019.,,,,,No,,
,Finland,2024-04-23,Sirius Capital Partners,eQ (Oivat Kaupunkikodit Oy),"Helsinki, Vantaa, Tampere and Turku",Residential,45.0,"10,000","4,500","The portfolio consists of four properties and 251 apartments, with a total leaseable area of approximately 10,000 square meters. The properties are completed between 2021 and 2023. According to Sirius, the company's goal is to build a residential portfolio worth approximately €500 million from recently completed properties.",,,,,No,,
,Finland,2024-04-23,UrbanLight (Alma Property Partners and Alea Partners),Foreign family investment company,Vantaa,Logistics,n.a.,"4,500",n.a.,"Off-market deal in Koivuhaka, Vantaa. The premises are leased to tenants such as Skanska Rakennuskone and Pakkauspörssi. Second acquisition for UrbanLight.",,,,,No,,
,Finland,2024-04-18,Nyfosa Finland,Walls4U,Tampere,Light industrial,4.7,"3,600","1,296",High quality light industrial asset in Tampere with excellent location. 10-year WAULT. Initial yield 8.4%,,,,,Yes,,
,Finland,2024-04-15,Cityvarasto,Sagax,Mikkeli,"Retail, storage",n.a.,650,n.a.,"Cityvarasto Oyj has acquired a property in Mikkeli, located at Yrittäjänkatu 10, on its own approximately 2,600 square meter plot. The property has a building right of 1,537 square meters. A modern self-storage hotel will be opened on the property by the end of the year.",,,,,No,,
,Finland,2024-04-11,Kesko,eQ Liikekiinteistöt,"Espoo, Salo",Retail,n.a.,"19,800",n.a.,"Kesko has acquired two properties from the eQ Commercial Properties fund: the Sinikallio Shopping Center (10,400 sqm) located in Mankkaa, Espoo, and the K-Citymarket (9,400 sqm) in Salo. Kesko has been the main tenant and primary user in both properties for an extended period.",,,,,No,,
,Finland,2024-04-02,Evli Logistiikkakiinteistöt,Mandatum AM Suomi Kiinteistöt II,Kaarina,Retail,n.a.,"3,000",n.a.,"The building project pertaining the expansion of the now approximately 3,000 sqm commercial building located on the property was finalized late in 2023. The building is leased with a long-term lease agreement to a well-known Finnish retailer.",,,,,No,,
,Finland,2024-04-02,Private,Huoneisto Kaksikko Oy,Tampere,Office,6.6,"4,128","1,599","Off-market deal in Tampere city center, Hämeenkatu 24. The seller Huoneisto Kaksikko Oy is owned by Pentti Välkki.",,,,,No,,
,Finland,2024-03-28,Julius Tallberg-Kiinteistöt,eQ Liikekiinteistöt,Vantaa,Retail,n.a.,"24,600",n.a.,"Vantaanportti Retail Park consists of three commercial buildings. The property was built in 2002. NOI €2.6m, WAULT 3.8 years and occupancy rate 99%. Anchored by Lidl.",,,,,Yes,,
,Finland,2024-03-19,Keva,Hartela,Turku,"Hospital, development",n.a.,"14,000",n.a.,"The approximately 14,000 sqm project, which will be constructed for Terveystalo, is set to begin immediately, with tenant planning to move into the new premises by the summer of 2027. Hartela is the developer and builder of the project. The acquisition price is not disclosed.",,,,,No,,
,Finland,2024-03-07,n.a.,Cobbleyard,Vantaa,Warehouse,n.a.,"6,400",n.a.,"Cobbleyard Real Estate has divested Niittytie 12 in Vantaa. The divested property is a last-mile warehouse with 6,400 sqm let to one tenant on a long lease. The divestment is Cobbleyard's third transaction in 12 weeks.",,,,,No,,
,Finland,2024-03-06,UrbanLight (Alma Property Partners and Alea Partners),n.a.,Tuusula,Light industrial,n.a.,"2,500",n.a.,"The property is located at Högbergintie 4 on a three-hectare plot, and there is approximately 2,500 square meters of leaseable area. The premises are entirely leased to BIMU Oy, a company specialized in environmental services. The deal seems to be sale-and-leaseback.",,,,,No,,
,Finland,2024-02-29,Barings,DWS,Vantaa,Logistics,n.a.,"39,000",n.a.,"The property completed for Berner's use in 2009 consists of two buildings, with a total leaseable area of approximately 39,000 square meters. The property is fully leased to three tenants. The purchase price is not disclosed.",,,,,No,,
,Finland,2024-02-27,Elo,Paavo Nurmen Säätiö,Helsinki,Residential,n.a.,"4,500",n.a.,"Elo has acquired two residential buildings from the Paavo Nurmi Foundation in Töölö and Kallio in Helsinki. The buildings were constructed in 1938 and 1912, and they have undergone extensive renovations over the years. In total, there are 94 apartments and 7 retail premises.",,,,,No,,
,Finland,2024-02-22,Ovaro Kiinteistösijoitus Oyj,Cobbleyard,Kuopio,Light industrial,n.a.,"14,195",n.a.,"The light industrial and warehouse property, constructed in 1971, has 61% occupancy, 3.08 WAULT, and NOI of €320k (1.4.2023). The property is located some 1.5km from Kuopio city center.",,,,,Yes,,
,Finland,2024-02-20,Helkama-Kiinteistöt,JHM Invest Group Oy,Vantaa,Light industrial/Office,n.a.,"2,620",n.a.,"Helkama-Kiinteistöt Oy has acquired a production and office property in Vehkala, Vantaa from JHM Invest Group Oy. The property was completed in 2019 and has approximately 2,620 sqm of leaseable area. The property is fully leased to Assa Abloy Entrance Systems.",,,,,No,,
,Finland,2024-02-20,Aare Invest Oy,City of Tampere,Tampere,Office/Mixed,0.3,"1,660",196,"The building was constructed in 1847 and currently it stands vacant. It has been identified with an indoor air quality issue, and its utilization will require extensive and costly repairs. Instead of selling the land, a 40-year lease agreement will be signed for it. Aare Invest’s intention is to renovate the building for business premises and potentially include restaurant or café spaces that would also be open to the general public.",,,,,No,,
,Finland,2024-02-15,CapMan Nordic Real Estate III fund,University Properties of Finland,Hämeenlinna,School,n.a.,n.a.,n.a.,"The Seminaari school property consists of eight buildings, all built at different times between 1930 and 1984. The property is leased by the City of Hämeenlinna under a long-term lease. Attached to the property and as part of the acquired asset is also an unbuilt plot, designated for residential use in the master plan. CapMan Real Estate has agreed with the City of Hämeenlinna to discuss development opportunities for the plot.",,,,,No,,
,Finland,2024-02-14,VVT Property Fund II Ky,Sponda,Tampere,Office,n.a.,"13,142",n.a.,"VVT has acquired a modern office property located at Vuolteenkatu 2 in Tampere. The property is almost fully let and its largest tenant is Elisa. The building is completed in 2020 and it is LEED Gold certified and has energy class rating A. CBRE acted as the seller's advisor. WAULT 5.2 years, NOI €3.2m.",,,,,Yes,,
,Finland,2024-02-06,Etelä-Pohjanmaan hyvinvointialue,eQ Yhteiskuntakiinteistöt,Seinäjoki,Social and healthare,50.3,"11,900","4,227",Etelä-Pohjanmaan hyvinvointialue acquired 80% of the premises that are under construction in Seinäjoki. The acquired premises are made for social and healthcare use. The price is including the land that was acquired from the City of Seinäjoki. The deal was made in late 2023 and the estimated completion of the construction is in late 2024.,,,,,No,,
,Finland,2024-02-01,Oulun Energia,Kaleva Oy,Oulu,Office,n.a.,n.a.,n.a.,The office building is constructed in 2017. Kaleva will move their premises to Oulu city centre as the new owner will move in during the summer 2024.,,,,,No,,
,Finland,2024-02-01,Ethos Capital (Ethos Light Industrial Strategies I Ky),Three private sellers,Kerava,Light industrial,n.a.,"7,200",n.a.,"The fund made its first acquistions in the summer of 2023. In December, the fund made its latest acquisitions by acquiring two ligh industrial porperties located in Kerava. The assets are leased to large international companies.",,,,,No,,
,Finland,2024-01-30,Hemsö,City of Helsinki,Helsinki,School,1.0,"3,500",286,"The City of Helsinki is selling Vallila Primary School building to Hemsö as a sale and leaseback deal. Hemsö and the City of Helsinki will sign a 20-year lease agreement regarding the school’s 3,500 square meters. The estimated renovation costs of the building is 16 million euros. The land is owned by the City and is going to be leased to Hemsö.",,,,,No,,
,Finland,2024-01-30,Slättö,Catella Real Estate AG (CREAG),Helsinki,Office/Development,n.a.,"4,600",n.a.,The acquisition is Slättö’s second in the hospitality sector in Finland. The office building will be converted to aparthotel use (99 hotel apartments). Bob W is Slättö's partner in the project.,,,,,No,,
,Finland,2024-01-18,Boa Group,RETS (Rikoksettoman elämän tukisäätiö),Helsinki,Residential/Office/Retail,n.a.,"4,600",n.a.,The seller will continue as a tenant in the historical building for the next two years. Newsec acted as the seller's advisor.,,,,,No,,
,Finland,2024-01-11,Capman Social Real Estate,HGR Property Partners,Helsinki,Daycare/school,n.a.,n.a.,n.a.,"As their first investment, Capman Social Real Estate fund acquires two daycare properties and one school property from HGR Property Partners. WAULT 21+ years. The fund aims to build a diversified portfolio that includes social real estate in Sweden, Finland, Denmark and Norway. The fund invests in properties such as healthcare, education and municipal services.",,,,,Yes,,
,Finland,2024-01-11,Nordisk Renting,n.a.,Turku,Laboratory/Industrial/Office,n.a.,"29,000",n.a.,The property is located 5km from the Turku city centre. The premises are leased to life science company Revvity.,,,,,No,,
,Finland,2024-01-08,Hoivatilat,Kuntakiinteistöt Group,Oulu and Rovaniemi,Daycare,8.5,n.a,n.a.,The two newly built daycare properties are leased to City of Oulu and City of Rovaniemi with long lease agreements.,,,,,No,,
,Finland,2024-01-04,Mileway,Evli Vuokratuotto II,Vantaa,Storage,n.a.,"5,400",n.a.,"In 1998 built storage proprety is located in Aviapolis, Vantaa. The premises are leased to 3stepIT. NOI is approximately 557k€ and WAULT 3 years.",,,,,Yes,,
,Finland,2024-01-04,Goldman Sachs,Macquarie Asset Management,"Tuusula, Tampere, Kuopio and Oulu",Logistics,150.0,"134,000","1,119","All properties are leased 100% to Posti with triple net leases. In addition, there is 72,000sqm of unused building right. Yield ~6.4%.",,,,,Yes,,
,Finland,2024-01-02,Kinland,Titanium Hoivakiinteistö,Several,Preschool properties,n.a.,n.a.,n.a.,The preschool properties are located in several different parts of Finland. Closing of the deal will be in Q1/2024. It was announced earlier in December that Kinland bought three daycare properties from UB Suomi Kiinteistöt.,,,,,No,,
,Finland,2024-01-02,LocalTapiola Aluekiinteistöt Ky,eQ Liikekiinteistöt,"Espoo, Tampere and Ylöjärvi",Retail,n.a.,n.a.,n.a.,LocalTapiola Aluekiinteistöt Ky acquired a portfolio of three retail properties from eQ Liikekiinteistöt. Main tenants are Kesko and Tokmanni.,,,,,Yes,,
,Finland,2023-12-29,Aare Invest Oy,ContiTech Finland Oy,Tampere,Development,n.a.,"12,200",n.a.,"Aare Invest Oy is developing new warehouse, logistics and production premises on the property. The lettable area of the divested premises is approximately 11,000 sqm.",,,,,No,,
,Finland,2023-12-22,n.a.,Ilmarinen,Tampere,Car retail,n.a.,"4,000",n.a.,"The property consists of commercial and car repair premises and it is located in Hatanpää, approximately 1.5 km from the city centre.",,,,,No,,
,Finland,2023-12-22,JM-Suomi Oy and LähiTapiola Tontit II Ky,Tapiolan Lämpö Oy,Espoo,Office/Industrial,22.0,n.a.,n.a.,"The sale of the property was preceded by planning and zoning development, which now enables residential construction. The ownership rights will be transferred and purchase price will be paid in the Q4/2024.",,,,,Yes,,
,Finland,2023-12-21,Municipality of Tuusula,Senate Properties,Tuusula,Development,10.5,n.a.,n.a.,"Senate Properties and Tuusula have signed a transaction for the central block of Rykmentinpuisto 1, Tuusula. In the area, a wellness center suitable for the needs of the Uusimaa well-being area is being planned.",,,,,No,,
,Finland,2023-12-21,NREP,eQ Yhteiskuntakiinteistöt,Helsinki region and other major cities,Care,100.0,"29,000","3,448","NREP is acquiring a portfolio of 17 care properties from the eQ Yhteiskuntakiinteistöt. The portfolio includes units for assisted living, supported housing, and early childhood education across Finland. JLL acted as the seller's commerical advisor in the transaction.",,,,,No,,
,Finland,2023-12-21,Fund managed by Catella Residential Investment Management,S-pankki Asunto Erikoissijoitusrahasto,"Espoo, Kerava, Tampere, Turku",Residential,n.a.,"14,200",n.a.,"The residential portfolio of 5 properties comprises 350 apartments with a total of 14,200 sqm of lettable area. The properties are completed between 2017 and 2021. JLL acted as the seller's advisor.",,,,,Yes,,
,Finland,2023-12-19,Innovestor,UM Kiinteistöt and Tekova,Vantaa,Retail,n.a.,"10,000",n.a.,"Innovestor Real Estate invests in a commercial property in Vantaa Varisto, located at Martinkyläntie 59. The modern property has been developed by UM Kiinteistöt and Tekova, which also served as the project’s contractor. Main tenants are Puuilo, Saka and Hiekka Beach Volley Club.",,,,,No,,
,Finland,2023/12/19,Logicenters,Tokmanni,Mäntsälä,Logistics,56.0,"55,000","1,018",Tokmanni sells the Moreeni logistics center to Logicenters and leases it back with a 20-year lease agreement. The construction work of the newly built logistic center was completed in late 2023.,,,,,No,,
,Finland,2023/12/19,Cobbleyard Real Estate and HCP Bricks,Kojamo,Helsinki,Office development,n.a.,"7,000",n.a.,"Cobbleyard Real Estate and HCP Bricks Real Estate Fund are purchasing a historically significant property located at Eerikinkatu 32–36 in Kamppi from Kojamo. Next year, a significant renovation and energy investment will be carried out on the property.",,,,,Yes,,
,Finland,2023-12-14,Kinland,UB Suomi Kiinteistöt,"Oulu, Kaarina, Seinäjöki",Daycare,n.a.,n.a.,n.a.,UB Suomi Kiinteistöt has agreed to sell three daycare properties to a Nordic institutional investor. All these properties have Pilke Daycare as the tenant. The daycare properties were sold at their fair values.,,,,,No,,
,Finland,2023-12-05,Northern Horizon,eQ Yhteiskuntakiinteistöt,"Helsinki, Turku, Tampere, (+)",Care home,75.0,"20,000","3,750","Northern Horizon has acquired portfolio of 15 care home properties from eQ Yhteiskuntakiinteistöt. The properties have been leased to leading private companies in the field and are located in the Helsinki metropolitan area and other major cities. The total lettable area of the properties is nearly 20,000 square meters.",,,,,No,,
,Finland,2023-12-05,Staffia Oy,Auratum Kiinteistöt Oy (AKR Tuotto Ky),Tuusula,Retail,n.a.,"4,000",n.a.,"Auratum's fund divests a property in Tuusula. The lettable area of the buildings is approximately 4,000 sqm. The premises will be leased to Lidl and JYSK.",,,,,No,,
,Finland,2023-12-05,Lähitapiola Aluekiinteistöt Ky,Lapti Group,Oulu,Office,n.a.,"4,400",n.a.,Lähitapiola Aluekiinteistöt Ky has acquired an office property near the center of Oulu. The property was completed in September and it is currently fully leased.,,,,,Yes,,
,Finland,2023-11-30,Newil & Bau Oy and Kusinkapital Ab,Senate Properties,Espoo,Development,7.2,n.a.,n.a.,"Newil & Bau and Kusinkapital have purchased two properties in Otaniemi, Espoo. The buildings have previoulsy been used for office, laboratory and teaching purposes. The new owners aim to develop the block for residential use and bring daycare and playgrounds to the area.",,,,,No,,
,Finland,2023-11-14,Mileway,Lease Deal Oyj,Vantaa,Logistics,n.a.,"4,115",n.a.,Croisette Real Estate Partner acted as commercial adviser to Mileway in the acquisition of a logistics property in Vantaa. The property is fully let to UPS Finland.,,,,,No,,
,Finland,2023-11-14,Kesko,Luhta-Kiinteistöt Oy,Lahti,"Commercial, Develompent",n.a.,"9,500",n.a.,"Kesko has purchased two plots in the city of Lahti. Kesko intends to use the purchased plots to build a new hypermarket with some total area of 9,500 sqm. The existing retail building will be demolished in 2023-2024.",,,,,No,,
